[
LINE:	1	VALUE:	class		TOKEN:	T_RESERVE_WORD_CLASS, 
LINE:	51	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	51	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	51	VALUE:	3		TOKEN:	T_INTEGER, 
LINE:	51	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	51	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	51	VALUE:	4		TOKEN:	T_INTEGER, 
LINE:	51	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	51	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	51	VALUE:	6		TOKEN:	T_INTEGER, 
LINE:	51	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	51	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	51	VALUE:	7		TOKEN:	T_INTEGER, 
LINE:	51	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	51	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	52	VALUE:	int		TOKEN:	T_RESERVE_WORD_INT, 
LINE:	52	VALUE:	findMax		TOKEN:	T_IDENTIFIER, 
LINE:	52	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	53	VALUE:	Utility		TOKEN:	T_IDENTIFIER, 
LINE:	53	VALUE:	utility		TOKEN:	T_IDENTIFIER, 
LINE:	53	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	54	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	54	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	55	VALUE:	float		TOKEN:	T_RESERVE_WORD_FLOAT, 
LINE:	55	VALUE:	randomize		TOKEN:	T_IDENTIFIER, 
LINE:	55	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	55	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	56	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	57	VALUE:	float		TOKEN:	T_RESERVE_WORD_FLOAT, 
LINE:	57	VALUE:	value		TOKEN:	T_IDENTIFIER, 
LINE:	57	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	58	VALUE:	value		TOKEN:	T_IDENTIFIER, 
LINE:	58	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	58	VALUE:	100		TOKEN:	T_INTEGER, 
LINE:	58	VALUE:	*		TOKEN:	T_OP_MUL, 
LINE:	58	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	58	VALUE:	2		TOKEN:	T_INTEGER, 
LINE:	58	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	58	VALUE:	3.0		TOKEN:	T_FLOAT, 
LINE:	58	VALUE:	/		TOKEN:	T_OP_DIV, 
LINE:	58	VALUE:	7.0006		TOKEN:	T_FLOAT, 
LINE:	58	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	58	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	59	VALUE:	value		TOKEN:	T_IDENTIFIER, 
LINE:	59	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	59	VALUE:	1.05		TOKEN:	T_FLOAT, 
LINE:	59	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	59	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	59	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	59	VALUE:	2.04		TOKEN:	T_FLOAT, 
LINE:	59	VALUE:	*		TOKEN:	T_OP_MUL, 
LINE:	59	VALUE:	2.47		TOKEN:	T_FLOAT, 
LINE:	59	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	59	VALUE:	-		TOKEN:	T_OP_SUB, 
LINE:	59	VALUE:	3.0		TOKEN:	T_FLOAT, 
LINE:	59	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	59	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	59	VALUE:	7.0006		TOKEN:	T_FLOAT, 
LINE:	59	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	60	VALUE:	return		TOKEN:	T_RESERVE_WORD_RETURN, 
LINE:	60	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	60	VALUE:	value		TOKEN:	T_IDENTIFIER, 
LINE:	60	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	60	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	61	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	61	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	62	VALUE:	float		TOKEN:	T_RESERVE_WORD_FLOAT, 
LINE:	62	VALUE:	lolRandomize		TOKEN:	T_IDENTIFIER, 
LINE:	62	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	62	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	63	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	64	VALUE:	float		TOKEN:	T_RESERVE_WORD_FLOAT, 
LINE:	64	VALUE:	value		TOKEN:	T_IDENTIFIER, 
LINE:	64	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	65	VALUE:	value		TOKEN:	T_IDENTIFIER, 
LINE:	65	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	65	VALUE:	100		TOKEN:	T_INTEGER, 
LINE:	65	VALUE:	*		TOKEN:	T_OP_MUL, 
LINE:	65	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	65	VALUE:	2		TOKEN:	T_INTEGER, 
LINE:	65	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	65	VALUE:	3.0		TOKEN:	T_FLOAT, 
LINE:	65	VALUE:	/		TOKEN:	T_OP_DIV, 
LINE:	65	VALUE:	7.0006		TOKEN:	T_FLOAT, 
LINE:	65	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	65	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	66	VALUE:	value		TOKEN:	T_IDENTIFIER, 
LINE:	66	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	66	VALUE:	1.05		TOKEN:	T_FLOAT, 
LINE:	66	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	66	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	66	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	66	VALUE:	2.04		TOKEN:	T_FLOAT, 
LINE:	66	VALUE:	*		TOKEN:	T_OP_MUL, 
LINE:	66	VALUE:	2.47		TOKEN:	T_FLOAT, 
LINE:	66	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	66	VALUE:	-		TOKEN:	T_OP_SUB, 
LINE:	66	VALUE:	3.0		TOKEN:	T_FLOAT, 
LINE:	66	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	66	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	66	VALUE:	7.0006		TOKEN:	T_FLOAT, 
LINE:	66	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	67	VALUE:	return		TOKEN:	T_RESERVE_WORD_RETURN, 
LINE:	67	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	67	VALUE:	value		TOKEN:	T_IDENTIFIER, 
LINE:	67	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	67	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	68	VALUE:	for		TOKEN:	T_RESERVE_WORD_FOR, 
LINE:	68	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	68	VALUE:	int		TOKEN:	T_RESERVE_WORD_INT, 
LINE:	68	VALUE:	idx1		TOKEN:	T_IDENTIFIER, 
LINE:	68	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	68	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	68	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	68	VALUE:	idx2		TOKEN:	T_IDENTIFIER, 
LINE:	68	VALUE:	<=		TOKEN:	T_OP_REL_LESSTHAN_EQUAL, 
LINE:	68	VALUE:	99		TOKEN:	T_INTEGER, 
LINE:	68	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	68	VALUE:	idx3		TOKEN:	T_IDENTIFIER, 
LINE:	68	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	68	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	68	VALUE:	idx		TOKEN:	T_IDENTIFIER, 
LINE:	68	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	68	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	68	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	68	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	69	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	70	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	70	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	70	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	70	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	70	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	70	VALUE:	b		TOKEN:	T_IDENTIFIER, 
LINE:	70	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	70	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	70	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	70	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	71	VALUE:	if		TOKEN:	T_RESERVE_WORD_IF, 
LINE:	71	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	71	VALUE:	array		TOKEN:	T_IDENTIFIER, 
LINE:	71	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	71	VALUE:	idx		TOKEN:	T_IDENTIFIER, 
LINE:	71	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	71	VALUE:	<		TOKEN:	T_OP_REL_LESSTHAN, 
LINE:	71	VALUE:	maxValue		TOKEN:	T_IDENTIFIER, 
LINE:	71	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	71	VALUE:	then		TOKEN:	T_RESERVE_WORD_THEN, 
LINE:	71	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	72	VALUE:	maxValue		TOKEN:	T_IDENTIFIER, 
LINE:	72	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	72	VALUE:	array		TOKEN:	T_IDENTIFIER, 
LINE:	72	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	72	VALUE:	idx		TOKEN:	T_IDENTIFIER, 
LINE:	72	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	72	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	73	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	73	VALUE:	else		TOKEN:	T_RESERVE_WORD_ELSE, 
LINE:	73	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	74	VALUE:	for		TOKEN:	T_RESERVE_WORD_FOR, 
LINE:	74	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	74	VALUE:	int		TOKEN:	T_RESERVE_WORD_INT, 
LINE:	74	VALUE:	idx1		TOKEN:	T_IDENTIFIER, 
LINE:	74	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	74	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	74	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	74	VALUE:	idx2		TOKEN:	T_IDENTIFIER, 
LINE:	74	VALUE:	<=		TOKEN:	T_OP_REL_LESSTHAN_EQUAL, 
LINE:	74	VALUE:	99		TOKEN:	T_INTEGER, 
LINE:	74	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	74	VALUE:	idx3		TOKEN:	T_IDENTIFIER, 
LINE:	74	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	74	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	74	VALUE:	idx		TOKEN:	T_IDENTIFIER, 
LINE:	74	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	74	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	74	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	74	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	75	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	76	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	76	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	76	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	76	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	76	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	76	VALUE:	b		TOKEN:	T_IDENTIFIER, 
LINE:	76	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	76	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	76	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	76	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	77	VALUE:	if		TOKEN:	T_RESERVE_WORD_IF, 
LINE:	77	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	77	VALUE:	array		TOKEN:	T_IDENTIFIER, 
LINE:	77	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	77	VALUE:	idx		TOKEN:	T_IDENTIFIER, 
LINE:	77	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	77	VALUE:	<		TOKEN:	T_OP_REL_LESSTHAN, 
LINE:	77	VALUE:	maxValue		TOKEN:	T_IDENTIFIER, 
LINE:	77	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	77	VALUE:	then		TOKEN:	T_RESERVE_WORD_THEN, 
LINE:	77	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	78	VALUE:	maxValue		TOKEN:	T_IDENTIFIER, 
LINE:	78	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	78	VALUE:	array		TOKEN:	T_IDENTIFIER, 
LINE:	78	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	78	VALUE:	idx		TOKEN:	T_IDENTIFIER, 
LINE:	78	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	78	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	79	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	79	VALUE:	else		TOKEN:	T_RESERVE_WORD_ELSE, 
LINE:	79	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	80	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	80	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	81	VALUE:	return		TOKEN:	T_RESERVE_WORD_RETURN, 
LINE:	81	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	81	VALUE:	minValue		TOKEN:	T_IDENTIFIER, 
LINE:	81	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	81	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	82	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	82	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	83	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	83	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	84	VALUE:	return		TOKEN:	T_RESERVE_WORD_RETURN, 
LINE:	84	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	84	VALUE:	minValue		TOKEN:	T_IDENTIFIER, 
LINE:	84	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	84	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	85	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	85	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	86	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	86	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	86	VALUE:	$		TOKEN:	T_EOF]
