[
LINE:	1	VALUE:	class		TOKEN:	T_RESERVE_WORD_CLASS, 
LINE:	57	VALUE:	value		TOKEN:	T_IDENTIFIER, 
LINE:	57	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	57	VALUE:	1.05		TOKEN:	T_FLOAT, 
LINE:	57	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	57	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	57	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	57	VALUE:	2.04		TOKEN:	T_FLOAT, 
LINE:	57	VALUE:	*		TOKEN:	T_OP_MUL, 
LINE:	57	VALUE:	2.47		TOKEN:	T_FLOAT, 
LINE:	57	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	57	VALUE:	-		TOKEN:	T_OP_SUB, 
LINE:	57	VALUE:	3.0		TOKEN:	T_FLOAT, 
LINE:	57	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	57	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	57	VALUE:	7.0006		TOKEN:	T_FLOAT, 
LINE:	57	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	58	VALUE:	return		TOKEN:	T_RESERVE_WORD_RETURN, 
LINE:	58	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	58	VALUE:	value		TOKEN:	T_IDENTIFIER, 
LINE:	58	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	58	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	59	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	59	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	59	VALUE:	$		TOKEN:	T_EOF]
